"","artist","title","Wonder","Transcendence","Nostalgia","Tenderness","Peacefulness","Joy","Power","Tension","Sadness","Sublimity","Vitality","Unease","ICC","Familiarity","Liking","Spotify ID","Youtube Clip","Youtube ID","Youtube Start-Time","Youtube End-Time","Number of Raters","GEMS Version"
"153","The Beach Boys","Wouldn't It Be Nice",44.14,15.14,42.96,14.5,26.89,59.71,18.61,4.79,0,28.73,39.16,2.39,0.92,3.39,3.75,"6VojZJpMyuKClbwyilWlQj","https://youtube.com/clip/UgkxMIFrldamm2elSRJqGxtQq0EoLtw-RNtM","UgkxMIFrldamm2elSRJqGxtQq0EoLtw-RNtM","0:24","0:51",28,"gems-45_mx"
"154","Kodaline","High Hopes",29,14.62,45.38,30.92,31.85,8.65,3.46,3.85,28.42,30.35,6.06,16.13,0.85,1.62,3.31,"6KkyuDhrEhR5nJVKtv9mCf","https://youtube.com/clip/UgkxxE0UPyXSqBdOkLWuvGyyXu5YDHRdkCQw","UgkxxE0UPyXSqBdOkLWuvGyyXu5YDHRdkCQw","0:39","1:28",26,"gems-45_mx"
"155","Dido","White Flag",10.38,20.31,40.04,30.42,41.5,18.81,3.77,8.69,8.27,28.53,11.29,8.48,0.85,3.31,3.5,"6si71supnBUhddjR2FJc2L","https://youtube.com/clip/UgkxnYU_OFSe4XiAc_DMg7cgtb4VSIZP6bC4","UgkxnYU_OFSe4XiAc_DMg7cgtb4VSIZP6bC4","1:17","2:02",26,"gems-45_mx"
"156","Bon Jovi","Livin On A Prayer",27.07,15.2,24.33,6.93,9,51.43,47.3,8.9,0,16.51,49.37,4.45,0.92,4,3.67,"37ZJ0p5Jm13JPevGcx4SkF","https://youtube.com/clip/Ugkx1Hg6Vaur-0wpdBAYuTD9Axnx8hIk9Txb","Ugkx1Hg6Vaur-0wpdBAYuTD9Axnx8hIk9Txb","2:00","2:36",30,"gems-45_mx"
"157","Amy Macdonald","Mr Rock & Roll",18.8,3.73,26.83,18.47,18.47,41.5,9,5.2,4.27,17.26,25.25,4.73,0.88,2.63,3.17,"6aX2LyT7zpTLe3iZfDeHki","https://youtube.com/clip/Ugkxc-nb6hieiIpaGqLhKJjFkteZrVSD_QiV","Ugkxc-nb6hieiIpaGqLhKJjFkteZrVSD_QiV","1:46","2:19",30,"gems-45_mx"
"158","Alicia Keys","If I Ain't Got You",25.4,20.33,36.03,54.23,41.03,17.47,13.87,10.57,8.87,35.41,15.67,9.72,0.88,3.27,3.83,"3XVBdLihbNbxUwZosxcGuJ","https://youtube.com/clip/UgkxrPlnq-ux8G190EZ5mqQatzID-YW3YEvl","UgkxrPlnq-ux8G190EZ5mqQatzID-YW3YEvl","0:41","1:13",30,"gems-45_mx"
"159","Daniel Powter","Bad Day",25.67,8.3,42.43,35.97,31.03,39,12.97,0.8,6.83,28.68,25.98,3.82,0.89,4.37,3.67,"0mUyMawtxj1CJ76kn9gIZK","https://youtube.com/clip/UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8","UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8","0:43","1:25",30,"gems-45_mx"
"160","Tal Bachman","Shes So High",33.36,6.58,28.06,13.25,12.25,49.19,14.14,1.44,3.31,18.7,31.67,2.38,0.92,3.5,3.69,"7mnGQesk1TzQLzQ9bYWZPR","https://youtube.com/clip/Ugkxwy59jnh0aLgiwec-cn7Ze5u52Ywm7hrZ","Ugkxwy59jnh0aLgiwec-cn7Ze5u52Ywm7hrZ","0:29","1:08",36,"gems-45_mx"
"161","Rihanna","Work",13.76,2.05,6.78,8.65,11.95,33.62,16.38,12.62,0,8.64,25,6.31,0.83,3.76,3,"72TFWvU3wUYdUuxejTTIzt","https://youtube.com/clip/Ugkx-Gw9o8IZlUypDB7WXEGl557bAxwpnJDF","Ugkx-Gw9o8IZlUypDB7WXEGl557bAxwpnJDF","4:53","5:21",37,"gems-45_mx"
"162","David Gray","Please Forgive me",17.65,12.08,15.81,6.86,20.92,18.97,6.59,9.57,0,14.66,12.78,4.78,0.68,1.78,2.95,"2H0oiflYrs8PPjOxZ5TdIu","https://youtube.com/clip/Ugkx5ik9HReAChsNTE22YWQIw-mB6CM4BcGX","Ugkx5ik9HReAChsNTE22YWQIw-mB6CM4BcGX","1:34","2:12",37,"gems-45_mx"
"163","Paramore","The Only Exception",14.89,9.27,29.3,17.14,25.97,16.68,5.41,4.62,13.19,19.31,11.04,8.91,0.72,2.7,3.32,"3ZHfX6kbiY7JVsB63lLOLu","https://youtube.com/clip/UgkxnciX8ktBt6h1hcv0NlSR362q0NW7a92F","UgkxnciX8ktBt6h1hcv0NlSR362q0NW7a92F","2:00","2:36",37,"gems-45_mx"
"164","Imogen Heap","Goodnight And Go",14.88,7.04,8.4,17.4,17.24,22.08,5.28,14.4,0,12.99,13.68,7.2,0.54,1.28,2.6,"0vfWzo75MKGYiQSiT5jEzt","https://youtube.com/clip/Ugkx0_zmov0mmcvdoztrLoB4ya2XNEHl0YxG","Ugkx0_zmov0mmcvdoztrLoB4ya2XNEHl0YxG","1:30","2:03",25,"gems-45_mx"
"165","Arctic Monkeys","Do I Wanna Know",27.44,25.72,27.24,8.08,18.72,26.04,23.2,5.8,2,21.44,24.62,3.9,0.71,2.96,3.52,"5FVd6KXrgO9B3JPmC8OPst","https://youtube.com/clip/Ugkx3C93_K7mw93V4DJ7PUu7FluA0Qo_7WQf","Ugkx3C93_K7mw93V4DJ7PUu7FluA0Qo_7WQf","1:21","1:51",25,"gems-45_mx"
"166","Neil Diamond","I Am....I Said",16,2.88,15.88,11,14.64,14.4,10.68,2.56,4.56,12.08,12.54,3.56,0.4,1.72,2.52,"67nKQBktGIafE3DBW3Cbe4","https://youtube.com/clip/Ugkx0lQDjM2adlxSETV95beTn_cIlHl0YSd_","Ugkx0lQDjM2adlxSETV95beTn_cIlHl0YSd_","0:00","2:04",25,"gems-45_mx"
"167","Angus and Julia Stone","Big Jet Plane",16.48,10.24,24.8,22.04,31.16,13.72,3.24,3.12,8.72,20.94,8.48,5.92,0.74,1.88,2.92,"3HedB2EwVAj5MAx8xFE1ea","https://youtube.com/clip/Ugkxv_U_qXBVuH3ODIY2urwJsO0Rm6HEYYJB","Ugkxv_U_qXBVuH3ODIY2urwJsO0Rm6HEYYJB","1:27","2:11",25,"gems-45_mx"
"168","George Ezra","Budapest",36.81,17.76,23.86,15.05,38.43,45.52,9.29,10.1,5.81,26.38,27.4,7.95,0.81,3.62,3.52,"2ixsaeFioXJmMgkkbd4uj1","https://youtube.com/clip/Ugkxfu-9yJ7j2Z4EQTwH4ks0kQ_q9djUdd57","Ugkxfu-9yJ7j2Z4EQTwH4ks0kQ_q9djUdd57","-","0:59",21,"gems-45_mx"
"169","Marvin Gaye","Sexual Healing",25.4,10.1,13.9,35.65,25.05,38.15,19.7,12.65,2.6,22.02,28.92,7.62,0.71,3.1,3.2,"3VZmChrnVW8JK6ano4gSED","https://youtube.com/clip/Ugkx80MBio8Ru7rwkMHlrJ0potrMvWLEoW0z","Ugkx80MBio8Ru7rwkMHlrJ0potrMvWLEoW0z","0:28","0:58",20,"gems-45_mx"
"170","The Kooks","Naive",27.2,20.35,39.3,18.25,30.3,42.45,19.25,3.55,0,27.08,30.85,1.77,0.81,3,3.55,"7BHPGtpuuWWsvE7cCaMuEU","https://youtube.com/clip/UgkxIfqh2W_vjI850bs5t59AQ3eY3r_9m6ib","UgkxIfqh2W_vjI850bs5t59AQ3eY3r_9m6ib","0:15","0:45",20,"gems-45_mx"
"171","Frank Ocean","Thinkin Bout You",16.71,5.95,21.52,17.1,24.95,19.43,0,18.95,7.33,17.25,9.71,13.14,0.53,2.19,2.67,"5mphdlILgAq3vh1MSvAJTS",NA,NA,NA,NA,21,"gems-45_mx"
"172","Genesis","I Can't Dance",4.39,7.3,10.26,2.65,10.09,32.61,22.48,10.35,0,6.94,27.54,5.17,0.8,2.61,2.65,"6AvvAzzOEUs9orFhDkOPOl","https://youtube.com/clip/Ugkxs6xZ8_CXN9nQPg6c1oWdhjnaa0l2DOw_","Ugkxs6xZ8_CXN9nQPg6c1oWdhjnaa0l2DOw_","1:35","2:14",23,"gems-45_mx"
"173","Black Eyed Peas","I Gotta Feeling",37.52,9.96,31.26,3.39,9.09,69.78,45.74,14.3,0,18.24,57.76,7.15,0.93,4.57,3.7,"4kLLWz7srcuLKA7Et40PQR","https://youtube.com/clip/UgkxHufLO18mbaTP7D7J51qS37IciumNGtZo","UgkxHufLO18mbaTP7D7J51qS37IciumNGtZo","3:45","4:32",23,"gems-45_mx"
"174","Shakira","Underneath your clothes",14.04,7.09,27.48,26.65,33.7,19.22,2.43,2.04,5.22,21.79,10.83,3.63,0.8,2.48,2.78,"15f8Cv8RXUlOOCIf2oaceN","https://youtube.com/clip/UgkxoXLglRH8n4Kx6C91YXsPk-v5_tk69Ba7","UgkxoXLglRH8n4Kx6C91YXsPk-v5_tk69Ba7","1:31","2:09",23,"gems-45_mx"
"175","James Morrison","I Won't Let You Go",12.17,7.39,23.39,29.26,27.48,15.91,3.22,4.61,8.09,19.94,9.57,6.35,0.73,2.7,3,"2TUzU4IkfH8kcvY2MUlsd2","https://youtube.com/clip/UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ","UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ","0:26","1:00",23,"gems-45_mx"
"176","Lianne La Havas","What You Don't Do",21.63,9.07,3.3,16.67,14.59,34.7,16.56,9.48,0,13.05,25.63,4.74,0.78,1.22,2.93,"4mityPmJpqtHea3y9qZLg6","https://youtube.com/clip/UgkxddAnp6m4kzA6iMpgHBC-9slf5WbZaUXQ","UgkxddAnp6m4kzA6iMpgHBC-9slf5WbZaUXQ","0:40","1:15",27,"gems-45_mx"
"177","Maggie reilly","Everytime We Touch",14.07,3.3,23.85,24,23.59,20.11,10.33,11.78,3.33,17.76,15.22,7.56,0.65,3.52,3.11,"2n9Ni9TFPcNHCdoPOQKXZ6",NA,NA,NA,NA,27,"gems-45_mx"
"178","Akon","Lonely",23.11,3.67,36.19,17.78,20,27.15,3.33,2.96,22.15,20.15,15.24,12.56,0.82,3.81,3.7,"4v7DCN09hgXkKazefkznDQ","https://youtube.com/clip/Ugkx5Nbr6OxWbldg37V8L7Gmto0Ncrnq_rbv","Ugkx5Nbr6OxWbldg37V8L7Gmto0Ncrnq_rbv","1:17","1:49",27,"gems-45_mx"
"179","Tame Impala","The Less I Know The Better",25.44,8.97,31.94,19.78,41.56,29.72,9.53,5.47,2.62,25.54,19.62,4.05,0.89,2.28,2.97,"6K4t31amVTZDgR3sKmwUJJ","https://youtube.com/clip/UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP","UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP","2:11","2:42",32,"gems-45_mx"
"180","Bag Raiders","Shooting Stars",32.32,10.06,24.19,11.48,28.29,52.77,16.19,12.32,0.32,21.27,34.48,6.32,0.91,2.94,3.32,"0UeYCHOETPfai02uskjJ3x","https://youtube.com/clip/UgkxAR8m_aazONenJf1M02Bo3_Zb65m0lLtH","UgkxAR8m_aazONenJf1M02Bo3_Zb65m0lLtH","0:24","0:54",31,"gems-45_mx"
"181","Gary Jules","Mad World",24.82,15.06,58.39,15.06,26.61,3.7,1.64,6.45,41.3,27.99,2.67,23.88,0.94,4.58,3.76,"3JOVTQ5h8HGFnDdp4VT3MP","https://youtube.com/clip/UgkxtyssG62_onzp6HEPprFdOI9dOulolVnR","UgkxtyssG62_onzp6HEPprFdOI9dOulolVnR","0:05","0:49",33,"gems-45_mx"
"182","Mark Ronson","Uptown Funk",32.9,9.97,11.42,2.81,28.48,72.29,50.97,9.87,0,17.12,61.63,4.94,0.95,4.29,3.45,"32OlwWuMpZ6b0aN2RZOeMS","https://youtube.com/clip/UgkxAtoariM8O0ql3atpeX96wd-ObqBs0aW_","UgkxAtoariM8O0ql3atpeX96wd-ObqBs0aW_","1:32","2:02",31,"gems-45_mx"
"183","The Beatles","Let It Be",32.23,25.1,56.39,36.48,51,22.52,10.84,1.65,9.13,40.24,16.68,5.39,0.92,3.94,3.68,"7iN1s7xHE4ifF5povM6A48","https://youtube.com/clip/UgkxeQzl6iTLYXcapbCRDdFnu72hh36c4zrh","UgkxeQzl6iTLYXcapbCRDdFnu72hh36c4zrh","1:06","1:52",31,"gems-45_mx"
"184","Eric Clapton","Tears In Heaven",35.52,29.35,59.1,37.65,41.94,6.61,4.9,2.1,27.1,40.71,5.76,14.6,0.92,3.1,3.55,"7utRJ4BeYx85khzP3lKoBX","https://youtube.com/clip/UgkxxEFa8-Gy3pVOySexdjb0g18Q75s0Le1z","UgkxxEFa8-Gy3pVOySexdjb0g18Q75s0Le1z","0:24","1:03",31,"gems-45_mx"
"185","Lola Marsh","Wishing Girl",16.33,17.3,9.78,14.22,25.63,21.26,6.89,9.22,0.52,16.65,14.07,4.87,0.69,1.81,2.81,"2iawlVRHk4Q9aPg0OgG20D","https://youtube.com/clip/UgkxryzdwbzDKWLWBfxb50LhzI49iot0WfJg","UgkxryzdwbzDKWLWBfxb50LhzI49iot0WfJg","2:02","2:36",27,"gems-45_mx"
"186","Bilderbuch","Maschin",13,4.52,7.96,4.07,16.3,29.26,17.85,18.04,0,9.17,23.56,9.02,0.82,1.89,2.3,"2Lg1njXKvhgv72U9QkrwXi","https://youtube.com/clip/UgkxbEuXpB48AVtJ2zkcUd5JdK5PfnA7tM7g","UgkxbEuXpB48AVtJ2zkcUd5JdK5PfnA7tM7g","0:26","0:58",27,"gems-45_mx"
"187","Fletwood Mac","Dreams",20.56,16.63,34.96,28.07,35.89,23.96,5.41,2.85,2.04,27.22,14.69,2.44,0.87,2.93,3.52,"0ofHAoxe9vBkTCp2UQIavz","https://youtube.com/clip/UgkxQMbhr2z_eKAUDgf3qBfU2f1FvLS8GTTw","UgkxQMbhr2z_eKAUDgf3qBfU2f1FvLS8GTTw","0:30","1:00",27,"gems-45_mx"
"188","Oasis","Don't Look Back In Anger",17,12.89,48.59,22.96,23,29.63,6.96,10.04,13.96,24.89,18.3,12,0.84,3.89,3.44,"7ppPZa3TRUSGKaks9wH7VT","https://youtube.com/clip/UgkxGLHNNhV7rad3bX2cNrSRHsnwCODOvyfH","UgkxGLHNNhV7rad3bX2cNrSRHsnwCODOvyfH","0:23","0:55",27,"gems-45_mx"
"189","Der Junge mit der Gitarre","Hallo Worum Gehts Ich Bin Dagegen",18.17,14.07,0,0,6.86,42.9,23.76,14.86,2,7.82,33.33,8.43,0.89,1.28,2.31,"2v9P6UeIJkWBz2NnvGvZIr",NA,NA,NA,NA,29,"gems-45_mx"
"190","Chris Brown","Forever",28.76,3.07,16.21,16.79,9.14,39.66,18.76,15.03,0,14.79,29.21,7.52,0.8,2.48,2.86,"3NZJlJemX3mzjf56MqC5ML","https://youtube.com/clip/UgkxNpWUdgUpfH9Roy0ITwjbRuhWVxQDotFM","UgkxNpWUdgUpfH9Roy0ITwjbRuhWVxQDotFM","0:44","1:14",29,"gems-45_mx"
"191","Ryan Adams","Lucky Now",23.24,16.07,20.97,27.55,45.17,25.69,7.1,15.1,5.03,26.6,16.4,10.07,0.78,1.28,2.72,"4roEQeLnZ0d96fDnRdXXW6","https://youtube.com/clip/UgkxEIuT5mlCEfm4iPSjO__t1lazNBSBjep7","UgkxEIuT5mlCEfm4iPSjO__t1lazNBSBjep7","1:27","2:16",29,"gems-45_mx"
"192","Amy Winehouse","Back To Black",28.72,19.03,46.38,28.79,27.31,27.14,17.24,2.76,7.41,30.05,22.19,5.09,0.79,3.97,3.83,"3FAclTFfvUuQYnEsptbK8w","https://youtube.com/clip/UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz","UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz","1:51","2:30",29,"gems-45_mx"
"193","East 17","it's alright - the guvnor mix",4.82,10.12,4.88,1.35,1.41,36.53,14.06,17.35,0.41,4.52,25.29,8.88,0.88,1.12,1.71,"0hiUOCWNdPefjaEAjcJ8Cq",NA,NA,NA,NA,17,"gems-9"
"194","Madonna","Intervention",17.47,27.32,18.21,16.58,13.74,36.84,31.16,14.79,8.05,18.66,34,11.42,0.81,1.26,2.53,"7BxLHR4ApH0n4rx10KAWOo",NA,NA,NA,NA,21,"gems-9"
"195","Noah and the Whale","Tonight's The Kind Of Night",22.63,17.84,23.89,21.21,15.84,34.58,24.74,11.79,7.95,20.28,29.66,9.87,0.62,1.26,2.53,"1UFnmge9gtAcrWICSptE9e",NA,NA,NA,NA,18,"gems-9"
"196","Kelly Clarkson","Breakaway",24.38,23.88,45.42,28.5,37.83,18.46,22,7.21,16.58,32,20.23,11.9,0.83,2.83,3.46,"3xrn9i8zhNZsTtcoWgQEAd",NA,NA,NA,NA,24,"gems-9"
"197","Britney Spears","I'm Not a Girl, Not Yet a Woman",48,31.15,45.15,45.31,30.69,41.54,38.38,7.77,19.31,40.06,39.96,13.54,0.75,2.15,3.38,"1xg1yGPy1Y3YUf44s6TB1o",NA,NA,NA,NA,13,"gems-9"
"198","Metronomy","I'm Aquarius",11.05,10.62,8.29,10.24,17.9,17.29,5.67,13.81,2.48,11.62,11.48,8.14,0.54,1.1,1.95,"3xEJ59GyjCjcJ69RQc2ej6",NA,NA,NA,NA,21,"gems-9"
"199","Lykke Li","I'm Good, I'm Gone",8.71,5.57,15.57,5.07,15.71,36.36,19.86,5.79,5.43,10.13,28.11,5.61,0.76,1,2.64,"2GjycBB2VHP4NSIzUrJkrE",NA,NA,NA,NA,14,"gems-9"
"200","Girls Aloud","I'll Stand by You",38.31,33.81,57.12,52.44,39.06,27.44,39.44,11.88,28.94,44.15,33.44,20.41,0.75,3.62,3.75,"5AEAf1PGC0B6Z1iVE1j8oY",NA,NA,NA,NA,16,"gems-9"
"201","Marina and the Diamonds","Gold",25.12,10.12,15.44,27.62,21.62,31.75,11.44,3.44,6.75,19.99,21.59,5.09,0.76,1.25,3.19,"31cL2Hdc40Rck0wH1sDEja",NA,NA,NA,NA,15,"gems-9"
"202","2NE1","In the Club",23.82,11.09,8.82,19.73,8.45,17.09,28.09,13.91,11.82,14.38,22.59,12.86,0.34,1.09,2.64,"6ZkNt6fWIMoqznNe5RRwRT",NA,NA,NA,NA,11,"gems-9"
"203","Suede","The Power",21.11,15.56,25.78,7.94,18.67,12.44,9,9.44,12.72,17.81,10.72,11.08,0.49,1.28,2.5,"4fwpiQo9zk7AMd3jK4cxmU",NA,NA,NA,NA,18,"gems-9"
"204","Laura Pausini","Jenny",21.16,18.32,19.11,30.95,25.84,13.21,9.95,3.21,20.05,23.07,11.58,11.63,0.7,1,2.74,"51ulZ6HIucARLOODM8smpU",NA,NA,NA,NA,19,"gems-9"
"205","ABBA","Lay All Your Love on Me",17.3,32.9,45.5,31.7,10.2,57.9,53,22.4,16.6,27.52,55.45,19.5,0.81,3.6,3.4,"2245x0g1ft0HC7sf79zbYN",NA,NA,NA,NA,9,"gems-9"
"206","Camila","Mientes",23.89,7.32,16.26,41.84,29.53,16.47,7.16,4,8.89,23.77,11.82,6.45,0.9,1,2.37,"5EhzE6HJaCcLFrf5rPqvpk",NA,NA,NA,NA,19,"gems-9"
"207","Lana Del Rey","Video Games",41.86,42.29,55.86,52.36,36.79,11.57,34.21,8.86,31.86,45.83,22.89,20.36,0.85,4.14,4.21,"24jvD83UgLmrdGjhWTFslY",NA,NA,NA,NA,14,"gems-9"
"208","Geri Halliwell","Love Never Loved Me",22.1,17.2,10.9,27.4,8.5,41.2,34.8,4.4,5.2,17.22,38,4.8,0.75,1.2,2.4,"2s7DRQ5KxfMd4p53VH0viU",NA,NA,NA,NA,10,"gems-9"
"209","Kylie Minogue","Did It Again",13.12,11.65,25.29,13.18,17.12,33.65,14.71,9.18,4.76,16.07,24.18,6.97,0.7,1.41,2.65,"06N6MhUlurBOamI1rK9u2U",NA,NA,NA,NA,16,"gems-9"
"210","Ladyhawke","My Delirium",14.36,7.29,25.07,12.07,13.64,47.07,48.14,7.79,7.64,14.49,47.61,7.71,0.87,1.21,3.29,"3vqSWOEMO4OOxa2QJHuitI",NA,NA,NA,NA,14,"gems-9"
"211","Missy Higgins","Scar",9.33,2.25,10.42,17.33,16.25,25.08,10.08,4.83,2.83,11.12,17.58,3.83,0.67,1.58,2.92,"1GUZZ8Z04qoRLtcCYkYxIM",NA,NA,NA,NA,13,"gems-9"
"212","Avril Lavigne","Girlfriend",11.08,13.83,37,20.08,9.08,57.58,43.25,15.92,2.08,18.22,50.42,9,0.89,2.67,3.25,"45hOioMDJktr86iKDHC8gr",NA,NA,NA,NA,12,"gems-9"
"213","Selena Gomez","Love You Like a Love Song",26,17.91,37.45,33.36,14.73,37.55,23,9.64,7.55,25.89,30.27,8.59,0.61,2.64,3,"0laYHRpNTS6i8FXdupHkJ4",NA,NA,NA,NA,11,"gems-9"
"214","Phoenix","1901",15.06,10.31,24.12,4.88,4.38,50.38,26,7.62,3.5,11.75,38.19,5.56,0.86,1.94,3.06,"3FM33HqRlV7J1QJoPOnd2u",NA,NA,NA,NA,16,"gems-9"
"215","C.C. Catch","Strangers By Night",24.35,18.18,43.41,25.47,11.53,32.06,25.82,14.06,17.82,24.59,28.94,15.94,0.72,1.65,2.76,"2fkWRtyjRGehSPjfWPxSjC",NA,NA,NA,NA,17,"gems-9"
"216","Annie","Hold On",16.1,11.1,11,13.1,38.1,24.7,21.3,13.2,18.7,17.88,23,15.95,0.58,1,2.5,"3yvL51i2yIXfPAQiquQKbK",NA,NA,NA,NA,10,"gems-9"
"217","Lykke Li","I Follow Rivers",18.25,21.33,14.42,28.83,38.08,33.83,23.5,9.17,15.25,24.18,28.67,12.21,0.58,1.83,2.75,"4Jv7lweGIUOFQ7Oq2AtAh9",NA,NA,NA,NA,12,"gems-9"
"218","Demi Lovato","Without the Love",9.69,6.08,20,15.85,7.38,25.77,35.77,19.15,21.62,11.8,30.77,20.38,0.71,1.54,2.69,"4YD5RuRjByJ6Sz0srp5Aii",NA,NA,NA,NA,13,"gems-9"
"219","Who Is Fancy","GOODBYE",30,11.44,15.33,27.67,18.56,16.11,14.67,7.78,9.67,20.6,15.39,8.72,0.06,1.33,2.67,"6K5xY7EabiBLjd2HuBQIak",NA,NA,NA,NA,10,"gems-9"
"220","Florence + the Machine","Dog Days Are Over",29.25,22.55,38.55,28.2,23,35.7,39.55,16.2,38.2,28.31,37.62,27.2,0.56,3.1,3.2,"1YLJVmuzeM2YSUkCCaTNUB",NA,NA,NA,NA,20,"gems-9"
"221","Sam Smith","I'm Not the Only One",23.67,19.2,34.93,50.6,29.87,25.2,21.47,8.33,20.67,31.65,23.33,14.5,0.73,3.8,3.8,"7795WJLVKJoAyVoOtCWqXN",NA,NA,NA,NA,15,"gems-9"
"222","Backstreet Boys","Larger Than Life",10.59,6.71,41.71,5.82,7.82,42.47,41.06,6.53,1.35,14.53,41.76,3.94,0.92,3,2.82,"6sbXGUn9V9ZaLwLdOfpKRE",NA,NA,NA,NA,17,"gems-9"
"223","Summer Heart","I Wanna Go",23.92,31.38,32.15,16.23,26.31,33,17.69,6.85,12.69,26,25.35,9.77,0.62,1.31,3,"3EA4HwrlLdDJ3b4cX7JfqC",NA,NA,NA,NA,13,"gems-9"
"224","Lorde","Royals",17.58,20.08,46.33,22.58,25.33,45.42,41.83,14.42,10.42,26.38,43.62,12.42,0.73,4.67,4,"2dLLR6qlu5UJ5gk0dKz0h3",NA,NA,NA,NA,11,"gems-9"
"225","Savage Garden","Hold Me",13.26,2.65,28.39,21.61,12.96,20.48,19.65,5.78,5.17,15.77,20.07,5.48,0.83,1.57,2.91,"5z7UgjxvvKBTf3qZMDvddZ",NA,NA,NA,NA,23,"gems-9"
"226","Blur","Girls & Boys",10.8,3,24.73,3.67,6.93,28.47,14.47,9.67,0.73,9.83,21.47,5.2,0.74,1.93,2.2,"5CeL9C3bsoe4yzYS1Qz8cw",NA,NA,NA,NA,16,"gems-9"
"227","Usher","DJ Got Us Fallin' In Love",23.7,32.4,75,16.6,11.8,59.4,53.6,12.6,1.4,31.9,56.5,7,0.91,4.8,4.1,"4356Typ82hUiFAynbLYbPn",NA,NA,NA,NA,10,"gems-9"
"228","Alpine","Gasoline",17.47,14.88,19.29,17.18,27.41,23,18.41,4.82,6.71,19.25,20.71,5.76,0.55,1.12,2.94,"1KHOOsJUHBy82PCZVV8Lmd",NA,NA,NA,NA,17,"gems-9"
"229","Kylie Minogue","Love at First Sight",12.2,9.6,12.2,11.47,4.47,44.53,33,14.93,0.27,9.99,38.77,7.6,0.89,2.33,2.87,"6ua8mbyHXTHpAmGyGpFAS2",NA,NA,NA,NA,15,"gems-9"
