,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,genre
791,792,Erykah Badu,Didn't Cha Know,11.5,10.5,24.2,25.9,37.9,21.1,3.7,1.7,8.8,7pv80uUHfocFqfTytu1MVi,funk_soul
792,793,The Fall of Every Season,From Below,2.78,9.67,1.72,0.22,1.06,7.78,30.5,47.22,3.44,6Cf2i3EYgQcglOmPcR3BDo,rock
793,794,Nat King Cole,Aquellos Ojos Verdes,15.23,12.31,24.92,39.85,46.46,11.0,4.92,1.15,4.15,35uu4l4jYnCLMh88URXqoX,jazz
794,795,The Cinematic Orchestra,Time and Space,18.29,16.86,9.29,22.0,34.57,2.93,6.93,21.71,31.86,6qqNMdHr1hcyF4amMDP5Sf,electronic
795,796,Shape of Despair,Descending Inner Night,18.25,22.94,12.88,5.94,16.25,10.06,36.31,50.62,16.31,6MlYQ2wTknOenhhYhofmdy,rock
796,797,Lorde,Royals,17.58,20.08,46.33,22.58,25.33,45.42,41.83,14.42,10.42,2dLLR6qlu5UJ5gk0dKz0h3,pop
797,798,Knife Party,Bonfire,21.56,26.06,12.72,1.33,5.28,31.17,48.0,20.39,1.17,0QIYINh2AwmOmdu8CRYvlw,electronic
798,799,Jamie Woon,Shoulda,12.1,9.05,19.2,33.65,32.05,12.35,3.55,8.9,17.35,6I39hUKfIBsPBLX42jE3Dk,electronic
799,800,Chromeo,Bad Decision,13.53,7.33,12.0,4.93,7.87,61.27,48.2,17.27,0.2,0PIQF15Jp7HwouZPLqPj8b,funk_soul
800,801,Chaka Khan,La Flamme,3.19,2.81,21.48,10.76,5.67,23.86,28.86,21.29,0.43,2eov5RDWfwpixHgts4okh9,funk_soul
801,802,Grace Jones,Scary But Fun,6.26,7.47,13.68,6.11,9.79,14.68,21.0,20.68,20.32,6ulf6TKwgoeKjNM7GPHmII,funk_soul
802,803,Diana Krall,The Look Of Love,27.93,11.64,38.71,39.64,46.5,15.71,4.21,1.57,11.36,3CDHydgW0ssTh59f0jy1y3,jazz
803,804,Taylor Dayne,You Meant The World To Me,17.71,3.79,26.79,20.21,18.79,44.0,23.43,3.5,2.14,4GGKiv7YVIvwvGbbdcsmB1,funk_soul
804,805,Simon Curtis,D.T.M.,8.36,11.64,10.5,5.0,7.5,20.14,40.71,44.5,2.5,6SmXooAqsXFWej4L1xlpsV,electronic
805,806,Savage Garden,Hold Me,13.26,2.65,28.39,21.61,12.96,20.48,19.65,5.78,5.17,5z7UgjxvvKBTf3qZMDvddZ,pop
806,807,Télépopmusik,Don't Look Back,22.14,22.0,20.79,18.71,25.71,10.86,6.0,14.36,9.86,6T1DyqY15fNj7F5FK4r5VR,electronic
807,808,Prince,Kiss,21.1,17.05,43.67,19.52,8.9,57.52,29.14,14.29,1.0,62LJFaYihsdVrrkgUOJC05,funk_soul
808,809,Blur,Girls & Boys,10.8,3.0,24.73,3.67,6.93,28.47,14.47,9.67,0.73,5CeL9C3bsoe4yzYS1Qz8cw,pop
809,810,Michael Kiwanuka,Rest,28.33,22.54,38.25,60.96,55.96,15.92,11.33,2.5,22.17,46ueNei78zAk47R2OOLInn,funk_soul
810,811,Ella Fitzgerald & Louis Armstrong,Cheek to Cheek,23.62,9.94,37.69,35.38,35.38,28.62,15.12,7.62,6.44,33jt3kYWjQzqn3xyYQ5ZEh,jazz
811,812,Usher,DJ Got Us Fallin' In Love,23.7,32.4,75.0,16.6,11.8,59.4,53.6,12.6,1.4,4356Typ82hUiFAynbLYbPn,pop
812,813,Renee Olstead,A Love That Will Last,26.06,16.53,43.65,52.53,54.65,16.76,3.94,1.18,10.18,4bJbSERtCqK9D6DRUPMmMh,jazz
813,814,Elis Regina,Canto De Ossanha,8.45,5.35,20.35,15.8,19.45,19.55,11.45,10.2,6.65,7hli27iuIkMtJJMcLYou25,jazz
814,815,Aretha Franklin,I Never Loved a Man (the Way I Love You),21.09,12.91,34.23,26.14,25.05,23.32,30.64,18.36,23.68,7s25THrKz86DM225dOYwnr,funk_soul
815,816,Alpine,Gasoline,17.47,14.88,19.29,17.18,27.41,23.0,18.41,4.82,6.71,1KHOOsJUHBy82PCZVV8Lmd,pop
816,817,Kylie Minogue,Love at First Sight,12.2,9.6,12.2,11.47,4.47,44.53,33.0,14.93,0.27,6ua8mbyHXTHpAmGyGpFAS2,pop
