,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,genre
448,449,Imagination,Music and Lights,28.6,17.87,40.8,33.67,22.4,52.33,30.6,4.73,0.47,3kEA66ZM9mCxwhynOxgsLh,funk_soul
449,450,Five Star,Let Me Be The One,4.29,1.29,20.88,14.12,7.65,36.18,15.71,6.82,1.29,7Ly6unSf5gXUdF3S3nGlSH,funk_soul
450,451,Joshua Kadison,Jessie,26.71,17.86,27.5,34.79,30.64,14.29,19.14,8.14,27.43,4n8iSiSWRdaSeSpJMbdk9O,pop
451,452,Chaka Khan,So Naughty,13.45,15.64,11.27,20.55,6.73,26.73,33.45,13.18,8.09,1CpsuBEVGtEMR8MqoCa3gK,funk_soul
452,453,Bootsy Collins,I'd Rather Be With You,6.71,8.53,25.18,9.65,5.76,18.24,23.35,8.35,8.94,42rFOQqHmXf9IkdwVqkooK,funk_soul
453,454,Foster the People,Pumped Up Kicks,22.05,7.95,40.73,3.95,20.05,39.0,23.09,8.95,8.23,7w87IxuO7BDcJ3YUqCyMTT,pop
454,455,Chris de Burgh,The Lady in Red,31.65,22.71,41.82,52.0,33.53,15.18,8.59,5.06,35.29,1GeNWyZtCHbcp3ZWp8GTOO,rock
455,456,Britney Spears,Where Are You Now,5.12,6.69,25.75,26.06,25.69,7.56,4.62,14.19,23.94,4MOBPIIRUgHTBAp0NpgLTm,pop
456,457,Armin van Buuren,Not Giving Up On Love,16.33,22.75,12.42,6.33,15.25,39.42,30.83,22.42,4.67,1frLUl7UjAs0eLL2FzJgmA,electronic
457,458,Onuka,Vsesvit,17.56,12.22,4.22,11.0,17.0,28.22,24.67,4.33,11.33,0ROyrrMf9crvLUImY1SoG6,electronic
458,459,Sly & The Family Stone,(You Caught Me) Smilin',6.85,5.31,22.08,14.77,16.85,25.62,22.31,8.85,9.15,5XTiyBLVLjqhAGRcJBUC5F,funk_soul
459,460,Daddy Was A Milkman,Breathe In,19.56,10.22,16.11,29.61,52.56,10.17,1.83,5.22,10.5,0JD76XBC2uL6A5ZHTKIKHF,electronic
460,461,Gorillaz,Tomorrow Comes Today,26.43,25.86,27.21,12.21,24.71,24.57,17.79,6.21,22.64,3qdDjz9kOvquEFbvXBYOMQ,electronic
461,462,Kool & The Gang,Steppin' Out,24.13,17.2,28.33,19.4,20.53,49.27,25.6,9.07,1.73,05NdLBmUVkXlBpel2QR07Y,funk_soul
462,463,Adriana Calcanhotto,Devolva-me,18.0,15.5,32.29,27.79,40.71,5.29,11.14,9.07,26.93,5sz2LrG6jY6u7U0g2k7kws,jazz
463,464,Michael Jackson,Ain't No Sunshine,20.57,15.71,29.0,18.5,12.71,20.71,28.93,10.93,15.07,6ac4lvV0LKQlbHYXJ7vTDb,funk_soul
464,465,Lily Allen,Smile,19.5,10.11,42.56,16.44,31.89,33.78,15.17,7.5,9.33,4aR9bPMAOFySBuQSbVWF3d,pop
465,466,Christina Aguilera,I Got Trouble,14.0,14.15,27.15,23.08,31.85,23.08,28.08,11.46,5.62,6eRY1OgTVUeqtyEviApFaw,jazz
466,467,Hot Chip,So Glad to See You,11.1,9.5,16.5,24.4,20.1,14.4,7.1,11.5,5.9,0PCYXSyESysJ1Eodxjyn9p,electronic
467,468,Loreen,My Heart Is Refusing Me,29.6,20.3,21.5,6.2,9.7,36.4,55.6,17.2,3.8,0sg9jTiFokw2U15qGK7wPK,pop
468,469,Leftfield,Release the Pressure,18.71,10.36,12.93,15.64,24.93,31.64,21.07,9.36,9.43,6SpP5cpf4dY8AFFtXEfqmA,electronic
469,470,Modestep,Sunlight,2.69,9.88,4.0,1.38,4.44,13.75,18.62,39.44,4.31,0Ix7doBgImhoWJfDnwezP1,electronic
470,471,The Whitest Boy Alive,Keep a Secret,12.69,11.69,14.31,5.12,20.0,8.31,4.0,22.0,11.75,7pHWIlKBTQJM9oErC4OzSP,pop
471,472,Patti LaBelle,Over The Rainbow,34.15,30.69,24.23,20.08,15.0,21.23,45.54,8.23,6.31,3e7isfNT5Z8TSms4zPkMPV,jazz
472,473,M2M,Don't Say You Love Me,11.27,8.93,23.4,30.53,19.4,34.67,6.73,6.87,6.8,65i1UPsUtPlEVzewEZR6sY,pop
473,474,Billie Holiday,Lady Sings The Blues,14.79,13.5,30.07,27.71,30.36,7.29,4.71,3.0,19.29,6rX7Rgi2O5csTzLan7rL0c,jazz
474,475,Sixpence None the Richer,Kiss Me,15.86,6.93,39.64,37.5,26.36,24.86,5.5,6.86,6.14,754kgU5rWscRTfvlsuEwFp,pop
475,476,Vanessa da Mata,Eu Não Tenho,13.56,5.39,13.83,16.72,22.17,19.89,4.94,4.67,4.0,3RfOd8VhrhsV7othWm5mNF,jazz
476,477,Ben E. King,Stand By Me,33.75,32.62,66.12,57.38,44.88,49.0,16.75,5.88,37.0,3SdTKo2uVsxFblQjpScoHy,funk_soul
477,478,Coldplay,Animals,10.58,8.83,29.92,14.42,18.42,0.58,8.17,26.08,28.58,59tjfzA98dum1TXhJ4XWoe,rock
478,479,Santigold,You'll Find A Way,31.67,20.92,12.67,5.25,9.92,53.0,49.58,28.5,3.75,1ZUj6t3goYbtWrCKFnwzIf,electronic
479,480,The Pointer Sisters,I'm So Excited,18.18,15.71,50.59,15.24,13.24,69.24,48.35,9.94,1.35,1ot6jEe4w4hYnsOPjd3xKQ,funk_soul
480,481,Armin van Buuren,This Is What It Feels Like,18.86,17.93,20.36,16.14,8.79,29.86,22.43,7.64,11.5,5GjnIpUlLGEIYk052ISOw9,electronic
481,482,Cissy Houston,Think It Over,20.27,21.64,21.45,11.45,11.64,47.45,40.73,18.0,7.45,09HKieZL31JLWTb2s5tm6I,funk_soul
482,483,Chris Rea,Fool (If You Think It's Over),11.45,13.85,37.1,28.65,45.95,31.95,5.5,5.25,13.95,0UHiH4dy1hXULYl8CgNxRV,rock
483,484,Katy B,Katy on a Mission,10.39,7.83,3.06,2.0,2.5,10.06,23.5,15.56,1.94,47uhrF6IvyE2eUyyfLAEzf,electronic
484,485,Emma Bunton,Take My Breath Away,10.08,2.75,22.42,43.58,19.33,15.25,2.25,0.42,7.33,0wVPsQNQ4tsjTTf2LIdOA7,pop
485,486,Electric Wizard,Vinum Sabbathi,4.54,6.08,6.0,1.73,2.88,8.65,36.38,41.92,5.42,3d1uPNDeeceYhoNNo4pnv8,rock
486,487,Noisestorm,Breakdown VIP,24.62,38.77,32.54,10.31,17.38,25.92,37.69,17.85,3.0,1wrKexsB7sCKsRyfu4J4QT,electronic
487,488,High on Fire,Rumors of War,11.69,5.31,13.46,0.15,0.15,13.69,37.08,66.92,4.85,33XdEVFV3YFrKQ0y99t6Sf,rock
488,489,Caetano Veloso,Alexandre,14.07,5.57,9.43,10.5,10.5,40.29,11.07,9.29,2.36,4fpHhkV7T4WEwdkpN5tL6R,jazz
489,490,Oliver Cheatham,Get Down Saturday Night,20.0,13.79,14.21,6.68,8.05,52.74,30.32,16.68,2.53,0IZVSGXU9oBi6mbsWyLas6,funk_soul
490,491,Bruno Mars,Just the Way You Are,20.29,10.67,45.86,40.24,22.33,45.43,16.81,5.05,9.57,7BqBn9nzAq8spo5e7cZ0dJ,pop
491,492,Kelis,Rolling Through the Hood,5.0,6.36,17.73,15.45,22.91,17.55,20.36,3.91,8.0,7bjpWKh3teUpsNgdpcq7eb,funk_soul
492,493,OutKast,Hey Ya!,8.38,4.75,32.12,1.12,9.0,53.88,40.0,3.62,1.12,2PpruBYCo4H7WOBJ7Q2EwM,funk_soul
493,494,Lolly,Viva La Radio,21.58,12.42,24.0,11.33,11.33,39.33,23.17,24.83,1.42,0N08KoCLrMNg9liFPucWhU,pop
494,495,Kings of Convenience,I'd Rather Dance With You,26.64,11.36,26.91,33.91,24.09,30.91,16.36,6.45,5.09,4hGOhC87bn7JBdYykOJJvJ,pop
495,496,B.J. Thomas,Rock And Roll Lullaby,14.5,10.56,35.25,28.38,36.5,17.94,2.0,0.62,12.44,3aVNV6pawEERvfdurW66ZT,rock
496,497,Princess Chelsea,When The World Turns Grey,21.2,23.07,26.0,19.47,24.0,6.27,10.13,14.0,27.8,3Oe4aYH6ifYIIYsX2isIR4,electronic
497,498,Aqua,Barbie Girl,10.53,19.63,58.37,5.58,10.0,60.42,21.63,0.53,0.53,2RSOzvKUnfDDrb2nQPfpQU,pop
498,499,Milli Vanilli,I'm Gonna Miss You,25.5,14.5,28.75,44.5,48.31,37.56,8.12,7.69,14.31,2dThEJP9S344qzNhePcSzj,pop
499,500,Bobby Womack,Woman's Gotta Have It,13.36,12.64,29.91,23.09,18.09,24.73,13.91,0.0,4.45,20HCbY9qPpi1H2pP2MRUWy,funk_soul
500,501,Dido,Don't Leave Home,32.75,20.33,42.42,38.0,35.83,19.67,20.42,6.75,30.33,4N7e9ltiDKb19Swu2CWqMB,pop
501,502,En Vogue,Beat of Love,14.0,8.44,6.44,18.44,19.33,7.0,5.22,27.0,3.22,2CHSYLRP4AQgyKV17Qc9QO,funk_soul
502,503,Ed Sheeran,Happier,23.29,15.14,39.29,30.71,25.21,5.0,7.0,10.29,43.57,2RttW7RAu5nOAfq6YFvApB,rock
503,504,Gorillaz,Feel good Inc.,62.92,26.08,17.54,24.85,29.85,48.0,23.31,7.38,0.0,0d28khcov6AiegSCpG5TuT,pop
504,505,Jamiroquai,Virtual Insanity,61.77,11.0,29.62,18.38,24.85,45.0,38.08,0.0,0.92,2Bxt2qamL6iu0XN0Td484J,pop
505,506,Jose Gonzales,Heartbeats,50.83,21.08,38.92,52.58,52.08,0.0,9.17,0.0,9.33,11X4Gw3T4hoktVruLgTnm1,pop
506,507,Aerosmith,I Don't Want To Miss A Thing,39.17,19.75,53.42,47.58,42.08,44.25,31.33,7.42,12.42,225xvV8r1yKMHErSWivnow,pop
507,508,Sugababes,Push The Button,45.0,14.73,24.91,12.55,12.0,57.36,42.45,17.73,6.91,3EDS89HeAhHiZKlljciK0a,pop
508,509,Boy,Little Numbers,58.17,29.17,17.58,25.5,31.42,54.0,14.0,0.0,3.5,34UMrasAWi3VHMWpMePxGu,pop
509,510,Neil Diamind,Sweet Caroline,39.0,23.83,29.33,20.33,6.83,53.92,18.42,0.0,0.0,62AuGbAkt8Ox2IrFFb8GKV,pop
510,511,Elton John,Your Song,30.23,24.06,37.66,23.46,22.06,21.57,25.94,5.66,20.74,38zsOOcu31XbbYj9BIPUF1,pop
511,512,Lady Gaga,Pokerface,23.53,14.09,30.59,0.0,11.53,67.76,43.15,3.21,0.0,1QV6tiMFM6fSOKOGLMHYYg,pop
512,513,Madonna,Don't Tell Me,10.15,8.18,17.21,10.3,26.76,30.42,8.33,12.91,0.0,23EhTCPRTlLVM6VQUyh8bH,pop
513,514,Brett Dennen,She's Mine,21.79,9.15,21.12,31.58,44.48,30.36,3.91,10.3,1.06,5MnmTKjatNTY3BJ2DURVjE,pop
514,515,Little Big Town,Girl Crush,23.42,10.48,25.36,38.55,26.48,14.45,9.39,6.52,18.12,11qh54D0PKkBwelpDxxiEU,pop
515,516,Robin Schulz,Sugar,16.85,7.93,11.56,9.52,22.0,48.26,38.0,9.0,0.0,5tf1VVWniHgryyumXyJM7w,pop
516,517,Jeremy Kay,Have It All,24.19,14.3,19.33,38.11,30.48,30.0,16.59,2.19,8.33,2lt8MKIve6BMPAJ6xfH8bL,pop
517,518,Keane,Everybodys Changing,23.11,20.61,30.93,12.43,32.11,32.14,9.5,1.75,11.5,0yac0FPhLRH9i9lOng3f81,pop
518,519,Enya,Only Time,24.11,34.0,38.59,29.0,45.59,17.63,16.59,2.11,19.56,6FLwmdmW77N1Pxb1aWsZmO,pop
519,520,Katie Tunstall,Suddenly I See,38.29,15.75,21.82,22.5,22.39,60.11,30.89,1.71,0.0,5p9XWUdvbUzmPCukOmwoU3,pop
520,521,Bruno Mars,Grenade,27.96,15.68,35.46,24.21,14.29,49.21,26.82,9.79,8.25,4lLtanYk6tkMvooU0tWzG8,pop
521,522,Macklemore,Same Love,40.46,19.07,34.93,32.5,30.25,31.57,13.32,4.96,6.25,01uqI4H13Gsd8Lyl1EYd8H,pop
522,523,Magic!,Let Your Hair Down,17.46,11.54,21.0,28.46,34.86,19.61,8.36,13.89,0.0,0uQSHrFDVtbQyxNFCwm1EC,pop
523,524,Elton John,Don't Go Breaking My Heart,43.67,18.83,25.2,10.7,35.2,67.6,31.17,7.33,0.0,7HW5WIw7ZgZORCzUxv5gW5,pop
524,525,The Weeknd,Starboy,36.37,18.77,15.9,21.3,24.3,39.83,16.1,17.6,6.53,7MXVkk9YMctZqd1Srtv4MB,pop
525,526,All American Rejects,Fallin Apart,28.07,17.13,9.13,9.73,26.77,56.2,40.03,8.67,0.0,3YoLDoNNTKb7R3Gc3yRrGK,pop
526,527,Bon Iver,Skinny Love,42.0,25.93,55.9,30.87,49.57,27.5,8.7,3.23,13.0,1HkOPLwAJH3kE8UnqgxF4s,pop
527,528,Katie Perry,I Kissed A Girl,33.45,12.71,24.45,6.39,15.23,59.68,44.39,8.55,1.55,14iN3o8ptQ8cFVZTEmyQRV,pop
528,529,Brett Dennen,Closer To You,18.62,6.44,24.69,26.22,42.78,12.25,6.78,7.12,6.38,2NqSfApThFnUxlKaj4tnXB,pop
529,530,AnnenMayKantereit,Wohin Du Gehst,20.06,13.41,25.56,5.38,14.72,34.38,34.09,9.47,2.19,40PO9gfu9bHdnsQqEKrcjg,pop
530,531,Tracy Chapman,Fast Car,26.23,21.52,43.42,33.26,49.87,21.16,3.65,4.71,8.03,2M9ro2krNb7nr7HSprkEgo,pop
531,532,Leslie Clio,I Couldnt Care Less,20.27,5.38,1.62,11.04,24.27,39.38,19.81,8.69,0.0,7kX5DiuPwRlYwPAHoOHFOg,pop
532,533,Shakira,Hips Don't Lie,32.15,7.04,21.65,14.19,21.96,61.77,36.54,7.65,0.0,3ZFTkvIE7kyPt6Nu3PEa7V,pop
533,534,Atomic Kitten,Whole Again,24.56,8.7,32.11,21.19,10.96,35.11,7.37,3.44,2.3,16MJqq0vEuW6GRX6faetTm,pop
534,535,Pink,Who Knew,18.96,13.31,41.77,15.88,13.54,36.19,35.27,2.54,15.73,2hns6Dv29Yrg68AVTJiAyA,pop
535,536,Britney Spears,Baby One More Time,24.21,15.45,24.31,18.62,15.41,42.59,30.0,13.86,6.38,3MjUtNVVq3C8Fn0MP3zhXa,pop
536,537,Carlos Santana,Smooth,20.46,1.32,9.93,14.68,9.0,52.64,27.25,7.75,0.0,0n2SEXB2qoRQg171q7XqeW,pop
537,538,Leon Bridges,River,26.86,17.5,27.14,30.0,37.64,14.79,5.64,3.43,3.82,3hhbDnFUb2bicI2df6VurK,pop
538,539,The Beatles,Strawberry Fields Forever,24.41,16.03,32.0,38.76,38.24,9.79,3.62,9.83,3.41,3Am0IbOxmvlSXro7N5iSfZ,pop
539,540,Panic! at the Disco,Nine In The Afternoon,26.32,17.25,22.25,20.46,17.18,44.89,23.5,7.86,3.57,1S30kHvkkdMkcuCTGSgS41,pop
540,541,Arctic Monkeys,Fluorescent Adolescent,48.64,9.86,17.93,8.93,19.93,60.0,23.79,2.36,3.32,2x8evxqUlF0eRabbW2JBJd,pop
541,542,Puff Daddy,I'll Be Missing You,37.04,21.89,42.71,22.36,20.18,32.68,9.68,6.04,17.39,3QHONiXGMGU3z68mQInncF,pop
542,543,The Head And The Heart,Rivers And Roads,27.82,12.64,45.11,31.93,33.89,12.43,2.39,1.18,26.25,4fN0dQGDaV4Hg7Gd7mBOE0,pop
543,544,Ed Sheeran,Shape Of You,40.67,18.37,33.56,22.74,21.96,47.48,16.15,12.78,5.11,7qiZfU4dY1lWllzX7mPBI3,pop
544,545,Black Eyed Peas,Just Can't Get Enough,10.37,14.22,20.48,15.19,20.85,29.0,8.0,4.48,1.0,3JA9Jsuxr4xgHXEawAdCp4,pop
545,546,Childish Gambino,Redbone,12.11,12.74,24.48,25.0,22.7,30.96,6.52,16.3,3.3,0wXuerDYiBnERgIpbb3JBR,pop
546,547,Johnny Cash,Hurt,20.11,14.59,35.89,16.26,26.7,7.15,8.44,6.33,32.67,28cnXtME493VX9NOw9cIUh,pop
547,548,Bruno Mars,Treasure,23.71,9.45,10.97,17.03,27.58,54.1,25.81,7.77,0.84,55h7vJchibLdUkxdlX3fK7,funk_soul
548,549,Stevie Wonder,I Wish,26.0,1.81,15.06,6.81,14.1,60.74,21.94,2.58,2.48,687YZan9Gol1UVvbpUSO6Y,pop
549,550,The Jackson 5,Who's Lovin You,30.68,14.84,37.32,32.1,37.35,24.84,7.97,0.0,7.19,6cZrsaNb4Zo9E5KHk7gcz5,pop
550,551,Moby,Porcelain,23.23,15.26,29.45,20.19,33.19,17.74,5.55,1.23,0.0,1hEh8Hc9lBAFWUghHBsCel,pop
551,552,Pharrell Williams,Happy,34.98,9.05,11.82,5.64,30.36,68.52,36.25,6.05,0.0,60nZcImufyMA1MKQY3dcCH,pop
552,553,Spice Girls,Wannabe,23.18,1.89,21.43,5.82,25.02,71.11,38.55,9.0,0.0,1Je1IMUlBXcx1Fz0WE7oPT,pop
553,554,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,26.63,21.07,26.35,27.26,21.84,36.0,24.93,3.58,4.81,5K09WxKdlkroDyEVyOSySy,pop
554,555,Nina Simone,Feeling Good,20.21,25.3,29.65,28.14,28.19,48.91,39.7,3.26,0.58,6Rqn2GFlmvmV4w9Ala0I1e,pop
555,556,Whitney Houston,I Wanna Dance With Somebody,39.73,11.97,40.2,16.5,24.97,74.6,47.73,1.57,3.57,2tUBqZG2AbRi7Q0BIrVrEj,pop
556,557,The Collapsable Hearts Club,Easy Streets,18.0,4.4,10.1,4.03,11.1,39.87,15.77,26.73,0.0,4NmWUWHsglLlJXvq1pGNsk,pop
557,558,Gotye,Somebody That I Used To Know,24.0,19.27,43.03,20.07,28.57,40.93,12.33,4.13,18.03,6md4w95cnKaW64JyEQ3A0L,pop
558,559,Justin Bieber,Love Yourself,17.07,12.7,28.73,43.07,43.6,29.77,0.33,3.53,8.43,50kpGaPAhYJ3sGmk6vplg0,pop
559,560,Theo Katzman,Hard Work,39.28,8.48,8.56,7.0,23.92,50.96,25.88,11.6,0.0,3gaQbhacVKwcsatM0FlSa9,pop
560,561,Katy Perry,Swish Swish,18.88,4.96,2.88,2.4,15.36,54.36,33.44,16.76,2.44,3OtMnyUaiipcAT23A8liyi,pop
561,562,Bee Gees,Words,19.56,9.52,23.28,14.16,37.2,14.48,9.4,25.48,1.76,07PIhdmyYIw8dMeDMsx9FU,pop
562,563,Sam Smith,Lay Me Down,30.64,28.28,39.48,43.12,40.12,4.0,0.0,0.0,34.84,74sb4Gib0cL3TQeCjYF8vh,pop
563,564,David Guetta,Memories,9.55,4.79,14.45,2.97,5.59,54.9,23.14,16.17,0.0,5xYC48nOppVemY6U5GRGTb,pop
564,565,Rihanna,Umbrella,34.48,10.59,34.45,10.86,10.48,45.76,15.0,9.76,5.14,49FYlytm3dAAraYgpoJZux,pop
565,566,Vanessa Carlton,A Thousand Miles,45.0,7.38,43.9,22.79,23.41,54.97,9.86,7.24,4.24,4w1lzcaoZ1IC2K5TwjalRP,pop
566,567,Carly Rae Jepsen,Call Me Maybe,29.86,2.0,39.27,6.92,15.08,67.57,28.84,12.92,0.0,20I6sIOMTCkB6w7ryavxtO,pop
567,568,Phil Collins,In The Air Tonight,27.11,19.11,53.41,21.51,32.86,25.84,17.92,9.51,12.08,2pE8dUPeueXKizEyiPtE1p,pop
568,569,Jeff Buckley,Hallelujah,44.57,37.11,53.38,43.92,47.86,8.35,3.38,0.84,28.05,3pRaLNL3b8x5uBOcsgvdqM,pop
569,570,Oli Brown,Speechless,10.43,3.46,15.08,11.05,20.76,46.03,19.81,10.86,3.54,6brUC8EwzQljB17IQpmxgW,pop
570,571,Justin Timberlake,My Love,20.54,13.89,10.66,22.66,20.34,36.97,26.91,11.86,1.86,4NeOWqHmlrGRuBvsLJC9rL,pop
571,572,Taylor Swift,Look What You Made Me Do,15.6,12.2,4.86,11.03,6.0,39.49,38.46,15.97,0.0,1P17dC1amhFzptugyAO7Il,pop
572,573,Ellie Goulding,Burn,21.4,20.31,13.43,12.83,10.74,41.54,27.0,5.06,1.97,2GgxS8bUT5G25QJTsfSv0R,pop
573,574,Oasis,All Around The World,23.83,16.34,33.6,18.49,31.63,30.54,8.14,4.4,4.83,6ZYgoD3c2aE4dD3yVFWV51,pop
574,575,Luis Fonsi,Despacito,25.12,12.04,19.79,26.58,6.58,56.83,26.54,10.17,0.0,6habFhsOp2NvshLv26DqMb,pop
575,576,Steely Dan,Do It Again,18.08,7.0,16.5,10.08,17.29,36.71,17.25,5.38,0.0,2BstRQGodshjGpeDGQiNgo,pop
576,577,The Beach Boys,Good Vibrations,23.67,8.08,28.25,12.83,27.71,44.5,19.54,6.92,3.04,6aU6a9tdn2vHhnPGlboFZX,pop
577,578,OutKast,Roses,16.09,0.0,8.09,6.83,20.7,42.26,18.74,11.61,0.0,6bUNEbXT7HovLW6BgPCBsb,pop
578,579,Mac Demarco,Salad Days,13.92,7.92,14.88,16.71,36.29,8.75,4.12,14.08,8.62,5VdaMUzoQetwxQwtWAd022,pop
579,580,Wrabel,The Village,32.13,22.43,19.48,28.57,32.43,19.43,8.65,6.04,21.83,6epvwUINain4iSHCTWA0sj,pop
580,581,Hey Judeschka!,ImmerwiederSommertag,19.12,11.46,20.04,28.04,48.5,13.79,0.83,1.46,12.04,0Us9gRoh9xyD6aPSo1SBIR,pop
581,582,Zara Larsson,Lush Life,29.6,4.4,19.9,0.75,12.55,55.4,20.85,5.95,0.0,1rIKgCH4H52lrvDcz50hS8,pop
582,583,Backstreet Boys,Everybody,33.14,4.33,40.43,0.0,5.24,54.71,35.38,9.0,0.0,1di1BEgJYzPvXUuinsYJGP,pop
583,584,Chain Smokers,Paris,28.3,6.75,33.95,23.4,30.0,26.55,12.25,6.0,1.2,15vzANxN8G9wWfwAJLLMCg,pop
584,585,Imogen Heap,Hide and Seek,15.24,12.33,23.57,5.9,21.71,5.0,6.67,13.86,19.67,7mMlbJlXXo2mRtQ4R9sIzD,pop
585,586,Kings of Leon,Sex On Fire,18.79,17.71,26.12,17.29,12.71,55.53,35.68,2.62,3.03,0ntQJM78wzOLVeCUAW7Y45,pop
586,587,M.I.A.,Paper Planes,14.59,7.56,14.12,0.85,6.59,45.65,22.94,18.94,0.0,4YOH3cBrhf4F6T4iYFUdz5,pop
587,588,Of Monsters and Men,Empire,22.85,18.74,17.26,28.65,28.79,24.06,17.62,4.53,5.24,4M9lfUgDeLHu1fL2ZxZSlu,pop
588,589,Backstreet Boys,I Want It That Way,16.03,4.12,51.09,8.38,23.03,58.35,11.79,2.59,2.38,47BBI51FKFwOMlIiX6m8ya,pop
589,590,Namika,Lieblingsmensch,22.65,11.53,17.74,16.51,24.56,36.33,8.91,7.42,0.0,6oHDvarQSp0mf5AD1SyNH0,pop
590,591,Marvin Gaye,Lets Get It On,22.63,2.56,23.35,45.35,28.63,38.35,6.81,1.86,0.0,39l1UORIhuHvUWfxG53tRZ,pop
591,592,Owl City,Fireflies,32.93,8.53,32.81,10.21,26.67,36.4,14.05,2.98,1.49,3DamFFqW32WihKkTVlwTYQ,pop
592,593,Babybird,If You'll Be Mine,22.12,6.49,20.19,26.77,30.84,18.56,9.12,6.53,4.74,5EMnZ3vruQchFxvGTxr0zH,pop
593,594,Gnarls Barkley,Crazy,25.7,17.09,16.88,8.7,30.79,51.73,27.15,12.06,1.18,1vxw6aYJls2oq3gW0DujAo,pop
594,595,Lily Allen,Fuck You,24.44,1.34,19.81,2.91,26.47,56.28,34.56,12.56,0.0,6ylAVPbjRQoNY0khgh63Jf,pop
595,596,Pitbull,Better On Me,11.91,9.68,13.21,19.88,28.62,42.97,18.44,14.76,2.62,0vLlEo1D4VRiGzMLxLbsh2,pop
596,597,Beyonce,Halo,27.94,22.91,30.36,17.55,20.0,25.3,32.94,12.52,13.15,2MfOcbtgz2yTsiznFmVZUN,pop
597,598,Elle King,Ex's &Oh's,31.96,19.12,21.96,8.5,13.5,66.42,59.15,9.65,0.0,70eDxAyAraNTiD6lx2ZEnH,pop
598,599,B.O.B.,Nothing On You,38.81,16.42,29.12,25.12,23.85,38.35,19.54,4.62,0.5,4X5xWMINgGA6l0GoyYkMcr,pop
599,600,Five for fighting,Easy Tonight,13.08,22.12,35.46,24.0,26.5,27.27,13.08,9.88,5.38,57PHqrPsX6E7OX9LeKSo9Q,pop
600,601,Avril Lavigne,Complicated,15.81,21.15,59.96,12.85,20.81,43.19,29.88,5.73,10.35,5xEM5hIgJ1jjgcEBfpkt2F,pop
601,602,Miley Cyrus,Party In The U.S.A,36.5,9.54,22.75,6.21,21.25,61.18,32.36,9.86,1.57,3E7dfMvvCLUddWissuqMwr,pop
602,603,The Beach Boys,Wouldn't It Be Nice,44.14,15.14,42.96,14.5,26.89,59.71,18.61,4.79,0.0,6VojZJpMyuKClbwyilWlQj,pop
603,604,Kodaline,High Hopes,29.0,14.62,45.38,30.92,31.85,8.65,3.46,3.85,28.42,6KkyuDhrEhR5nJVKtv9mCf,pop
604,605,Dido,White Flag,10.38,20.31,40.04,30.42,41.5,18.81,3.77,8.69,8.27,6si71supnBUhddjR2FJc2L,pop
605,606,Bon Jovi,Livin On A Prayer,27.07,15.2,24.33,6.93,9.0,51.43,47.3,8.9,0.0,37ZJ0p5Jm13JPevGcx4SkF,pop
606,607,Amy Macdonald,Mr Rock & Roll,18.8,3.73,26.83,18.47,18.47,41.5,9.0,5.2,4.27,6aX2LyT7zpTLe3iZfDeHki,pop
607,608,Alicia Keys,If I Ain't Got You,25.4,20.33,36.03,54.23,41.03,17.47,13.87,10.57,8.87,3XVBdLihbNbxUwZosxcGuJ,pop
608,609,Daniel Powter,Bad Day,25.67,8.3,42.43,35.97,31.03,39.0,12.97,0.8,6.83,0mUyMawtxj1CJ76kn9gIZK,pop
609,610,Tal Bachman,Shes So High,33.36,6.58,28.06,13.25,12.25,49.19,14.14,1.44,3.31,7mnGQesk1TzQLzQ9bYWZPR,pop
610,611,Rihanna,Work,13.76,2.05,6.78,8.65,11.95,33.62,16.38,12.62,0.0,72TFWvU3wUYdUuxejTTIzt,pop
611,612,David Gray,Please Forgive me,17.65,12.08,15.81,6.86,20.92,18.97,6.59,9.57,0.0,2H0oiflYrs8PPjOxZ5TdIu,pop
612,613,Paramore,The Only Exception,14.89,9.27,29.3,17.14,25.97,16.68,5.41,4.62,13.19,3ZHfX6kbiY7JVsB63lLOLu,pop
613,614,Imogen Heap,Goodnight And Go,14.88,7.04,8.4,17.4,17.24,22.08,5.28,14.4,0.0,0vfWzo75MKGYiQSiT5jEzt,pop
614,615,Arctic Monkeys,Do I Wanna Know,27.44,25.72,27.24,8.08,18.72,26.04,23.2,5.8,2.0,5FVd6KXrgO9B3JPmC8OPst,pop
615,616,Neil Diamond,I Am....I Said,16.0,2.88,15.88,11.0,14.64,14.4,10.68,2.56,4.56,67nKQBktGIafE3DBW3Cbe4,pop
616,617,Angus and Julia Stone,Big Jet Plane,16.48,10.24,24.8,22.04,31.16,13.72,3.24,3.12,8.72,3HedB2EwVAj5MAx8xFE1ea,pop
617,618,George Ezra,Budapest,36.81,17.76,23.86,15.05,38.43,45.52,9.29,10.1,5.81,2ixsaeFioXJmMgkkbd4uj1,pop
618,619,Marvin Gaye,Sexual Healing,25.4,10.1,13.9,35.65,25.05,38.15,19.7,12.65,2.6,3VZmChrnVW8JK6ano4gSED,pop
619,620,The Kooks,Naive,27.2,20.35,39.3,18.25,30.3,42.45,19.25,3.55,0.0,7BHPGtpuuWWsvE7cCaMuEU,pop
